,APPID,ORG_CDE,CRS_CDE,DIV_CDE,INSTIT_DIV_CDE,CRS_TITLE,CRS_TITLE_2,SHORT_CRS_TITLE_1,SHORT_CRS_TITLE_2,DFLT_CREDIT_HRS,ACTIVE_INACTIVE_ST,FIXED_VAR_CREDIT,LOAD_CONTACT_HRS,CRS_REPEATABLE,GRADE_SCALE_CDE,HONORS_DESIGNATION,TUITION_CDE,REFUND_CDE,DTE_APPROVED,INACT_DISCONT_DTE,PREREQ_CDE,ADV_REQ_CDE,SCHOOL_CDE,IPEDS_CIP_CDE,MAX_ENROLL_DFLT,MIN_ENROLL_DFL,CATALOG_TEXT,ADD_TO_SPECIAL_GPA,CRS_CLOCK_HRS,FIXED_VAR_CLOCK,LECTURE_HRS,LECTURE_LAB_HRS,LAB_HRS,PROG_CATEGORY,CREDIT_TYPE_CDE,HRS_TOWARD_DEGRE,PUBLIC_REGISTRATION,CRS_CAPACITY_DFLT,CRS_AUTHORIZATION_REQ,MUST_PAY,LOC_CDE,MIN_CREDIT_HRS,MAX_CREDIT_HRS,FLEXIBLY_SCHEDULED_CRS,IPEDS_HOUR_TYPE,PESC_COURSE_CREDIT_BASIS_CDE,PESC_COURSE_LEVEL_CDE,VARIABLE_GRADE_TYPE,DISTANCE_EDUCATION,CATALOG_RECORD_FOR_LAB_REPEAT,LAB_REPEATABLE,HRS_TOWARD_DEGRE_LAB,CRS_STATE_TYPE,DEVELOPMENTAL_CRS,INTER_INSTITUTIONAL,DUAL_ENROLLMENT_ALLOWED,IN_DISTRICT,STATE_FUNDED,CIP_EXT,CRS_INSTRTN_METHOD,MIN_CLOCK_HRS,MAX_CLOCK_HRS,EXCLUDE_FROM_DROP_LIMIT,EXCLUDE_FROM_REPEAT_LIMIT,NUMBER_OF_WEEKS,LECTURE_CLOCK_HRS,LAB_CLOCK_HRS,SELF_PACED,DEV_PERFORMANCE_CRS,TIMES_MAY_BE_TAKEN,TIMES_MAY_BE_TAKEN_LAB,ATTENDANCE_CENSUS_DATE_EXCLUDED,ATTENDANCE_CHECKPOINT_EXCLUDED,ESOL_COURSE,GOID,IS_CBE_CATALOG,ALLOW_OPEN_ENTRY,ALLOW_OPEN_EXIT,MAX_DAY_DURATION,MAX_REGISTRATION_DAYS,GRADING_METHOD,CENSUS_METHOD,CENSUS_VALUE,LAST_WITHDRAWAL_VALUE,CampusComEligible,UDEF_1A_1,UDEF_1A_2,UDEF_1A_3,UDEF_1A_4,UDEF_1A_5,UDEF_2A_1,UDEF_2A_2,UDEF_2A_3,UDEF_3A_1,UDEF_3A_2,UDEF_3A_3,UDEF_5A_1,UDEF_5A_2,UDEF_5A_3,UDEF_DTE_1,UDEF_TXT,UDEF_DTE_2,UDEF_3_2_1,UDEF_3_2_2,UDEF_5_2_1,UDEF_5_2_2,UDEF_5_2_3,UDEF_5_2_4,UDEF_7_2_1,UDEF_7_2_2,UDEF_7_2_3,UDEF_7_2_4,UDEF_7_2_5,UDEF_7_2_6,UDEF_7_2_7,APPROWVERSION,USER_NAME,JOB_NAME,JOB_TIME
20,21,*LOCAL,BIO  360                      ,U ,,Comp Chordate Anat Lab             ,,Cmp Chr An Lab ,,0.2,A,F,0.2,Y,G1,,,,,,,BIO365L ,   ,,99,0,Four hours per week. Concurrent with Comparative Chordate Anatomy (BIO-365). (0.2 course credit),Y,0.0,F,0.0,0.0,0.0,,CR,0.2,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1926720,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x16\xfd',MBAEHR,of_rename_adv_req_code,2018-01-12 16:39:44.557
21,22,*LOCAL,BIO  365                      ,U ,,Comparative Chordate Anat          ,,Cmp Chrdte Anat,,1.0,A,F,1.0,Y,G1,,,,,,,BIO365  ,   ,,99,0,"A survey of the chordates and the development and evolution of form in vertebrates, using primarily the shark, mudpuppy, and cat in laboratory. Two lectures, one discussion recitation per week. Prerequisite: Cellular and Molecular Biology (BIO-145), Organismal and Ecological Biology (BIO-155) and Topics in Evolution (BIO-202).",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1926721,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x16\xfe',JARCHIBA,w_def_catalog,2016-05-18 11:21:05.077
22,23,*LOCAL,BIO  370                      ,U ,,Integrated Human Physiology Lab    ,,IntegHumPhysLab,,0.2,A,F,0.2,Y,G1,,,,,,,BIO375L ,   ,,0,0,Three hours per week. Concurrent with Intedgrated Human Physiology (BIO-375). (0.2 course credit),Y,0.0,F,0.0,0.0,0.0,,CR,0.2,N,0,N,N,,0.2,0.2,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1926722,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x16\xff',MBAEHR,of_rename_adv_req_code,2018-01-12 16:40:33.367
23,24,*LOCAL,BIO  375                      ,U ,,Integrated Human Physiology        ,,IntegHumPhys   ,,1.0,A,F,1.0,Y,G1,,,,,,,BIO375  ,   ,,0,0,"The study of function in terms of basic physical and chemical processes; an introduction to the principles of physiligy using the human organism as a model. Three lectures per week. Prerequisite: Cellular and Molecular Biology (BIO-145), Organismal and Ecological Biology (BIO-155), and Introduction to Biology Laboratory (BIO-140)",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1926723,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x17\x01',SMASSOW,w_def_catalog,2016-07-13 09:11:41.493
24,25,*LOCAL,JPN  225                      ,U ,,Intermediate Japanese II           ,,Int Japanese II,,1.0,A,F,1.0,Y,G1,,,,,,,JPN225  ,   ,,99,0,"Reading and discussion of selected Japanese texts, with continued work on grammatical structures. Increased emphasis on kanji. Prerequisite: Intermediate Japanese I (JPN-215) or consent of instructor. 
",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,15,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1926724,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x17\x02',KPALMER,w_def_catalog,2015-03-18 15:55:49.343
25,26,*LOCAL,JPN  305                      ,U ,,Topics in Japanese Language        ,,Top:Japanese La,,1.0,A,F,1.0,Y,G1,,,,,,,JPN305  ,   ,,99,0,An advanced study of the Japanese language. May be taken more than once. Prerequisite: Intermediate Japanese II (JPN-225) or consent of instructor.,Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1926725,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x17\x03',KPALMER,w_def_catalog,2015-03-18 15:56:23.347
26,27,*LOCAL,JPN  905                      ,U ,,DRTD RDGS - JAPANESE               ,,DRTD RDGS - JAP,,1.0,I,F,1.0,Y,G1,,,,,,,JPN905  ,   ,,0,0,,Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1926726,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x17\x04',KWEAVER,w_def_catalog,2010-01-03 12:16:00.000
27,28,*LOCAL,JPN  915                      ,U ,,INTERM JAPANESE II                 ,,INTERM JAPANESE,,1.0,I,F,0.0,Y,G1,,,,,,,JPN915  ,   ,,0,0,,Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1926727,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x17\x05',KWEAVER,w_def_catalog,2010-01-03 12:16:00.000
28,29,*LOCAL,LIT  705                      ,U ,,Seminar in World Literature        ,,Sem:World Lit  ,,1.0,A,F,1.0,Y,G1,,,,,,,LIT464  ,   ,,99,0,"Required of all majors in the senior year. While the subject changes from year to year, the seminar explores how literature from different countries relates to other human activities and disciplines. Thus, the emphasis may be on a historical period (literature and politics in the Renaissance); on an interdisciplinary topic (literature and Freudian analysis); or on a cross-cultural mix (literature, games and play). When the number of senior majors is too small to justify offering the seminar, other arrangements are made for these majors to satisfy this requirement: either independent study or participation in an English Department seminar, with the stipulation that the term paper be on a topic in comparative literature.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1926728,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x17\x06',MBAEHR,of_rename_adv_req_code,2018-01-13 15:46:35.010
29,30,*LOCAL,MIL  090                      ,U ,,Leadership Lab                     ,,Leadership Lab ,,0.0,A,F,0.0,Y,G1,,,,,,,MIL209  ,   ,,99,0,"Hands-on training of basic soldier skills, such as customs and courtesies, drill and ceremony, first aid, weapons employment, and troop movement techniques. In addition, students learn the application of leadership dimensions to improve students’ abilities to perform as officers in the U.S. Army. This course is designed to enhance the training received in the classroom. (0 course credit).",Y,0.0,F,0.0,0.0,0.0,,CR,0.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,0,0,N,N,N,1926729,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x17\x07',MBAEHR,of_rename_adv_req_code,2018-01-13 15:47:02.887
30,31,*LOCAL,MIL  091                      ,U ,,Offcership-Today's Army            ,,Offcrshp-Army  ,,0.3,A,F,0.3,Y,G1,,,,,,,MIL091  ,   ,,99,0,,Y,0.0,F,0.0,0.0,0.0,,CR,0.3,N,15,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1926730,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x17\x08',KWEAVER,w_def_catalog,2010-01-03 12:17:00.000
31,32,*LOCAL,MIL  092                      ,U ,,Ldrshp in Todays Army              ,,Ldrshp-Army    ,,0.3,A,F,0.3,Y,G1,,,,,,,MIL092  ,   ,,99,0,,Y,0.0,F,0.0,0.0,0.0,,CR,0.3,N,12,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1926731,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x17\t',KWEAVER,w_def_catalog,2010-01-03 12:17:00.000
32,33,*LOCAL,MIL  093                      ,U ,,Milit Skills/Comm                  ,,Milit Skl/Comm ,,0.6,A,F,0.6,Y,G1,,,,,,,MIL093  ,   ,,99,0,,Y,0.0,F,0.0,0.0,0.0,,CR,0.6,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1926732,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x17\n',KWEAVER,w_def_catalog,2010-01-03 12:17:00.000
33,34,*LOCAL,MIL  094                      ,U ,,Prin of Mod Warfare                ,,Prin Mod Warfre,,0.6,A,F,0.6,Y,G1,,,,,,,MIL094  ,   ,,99,0,,Y,0.0,F,0.0,0.0,0.0,,CR,0.6,N,12,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1926733,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x17\x0b',KWEAVER,w_def_catalog,2010-01-03 12:17:00.000
34,35,*LOCAL,MIL  095                      ,U ,,Adv Military Fitness Training      ,,Adv Mil Fitn   ,,0.5,A,V,0.5,Y,G1,,,,,,,MIL215  ,   ,,99,0,"Developed around the army physical fitness training program. This course covers aerobics and running, muscular strength and endurance, flexibility, and nutrition. Students also learn how to evaluate and measure fitness improvement. This course models the use of ability groups to improve the fitness levels of all individuals from the unfit to the tri-athlete or bodybuilder. Lab fee required. Course may be repeated up to three times. (0.5 course credit)",Y,0.0,V,0.0,0.0,0.0,,CR,0.5,N,5,N,N,,0.5,0.5,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,3,0,N,N,N,1926734,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x17\x0c',MBAEHR,of_rename_adv_req_code,2018-01-13 15:47:43.413
35,36,*LOCAL,MIL  099                      ,U ,,Fund Milit Org/Op                  ,,Fund Mil Org/Op,,1.0,A,F,1.0,Y,G1,,,,,,,MIL099  ,   ,,99,0,,Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,25,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1926735,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x17\r',KWEAVER,w_def_catalog,2010-01-03 12:18:00.000
36,37,*LOCAL,ANT  895                      ,U ,,Internship in Anthropolgy          ,,IntAnthropology,,1.0,A,F,0.0,Y,G1,,,,,,,ANT494  ,,,99,0,"Placement with a career-related organization. A minimum of 140 hours on-site experience is required. S/U basis only. This course does not satisfy any of the requirements for a minor in anthropology. Prerequisites: declared minor in anthroplogy, junior standing, and consent of department. (Offered by arrangement)",Y,0.0,F,0.0,0.0,0.0,,SU,1.0,N,5,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1926736,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x17\x0e',MBAEHR,of_rename_adv_req_code,2018-01-12 11:58:38.290
37,38,*LOCAL,ARH  206                      ,U ,,World Art                          ,,World Art      ,,1.0,I,F,0.0,Y,G1,,,,,2017-02-16,,ARH106  ,,,0,0,"Traces key themes in art from a global perspective, focusing on the ways that cultures and civilizations across time have visually expressed social, religious and political values. Cross-cultural themes include: religion and spirituality, word and image, violence and death, power and propaganda, gender and society, and ritual and body decoration.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1926737,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x17\x0f',jclapp,w_def_catalog,2017-02-17 09:43:27.617
38,39,*LOCAL,ARH  207                      ,U ,,Gender and Art                     ,,Gender & Art   ,,1.0,I,F,1.0,Y,G1,,,,,2017-02-16,,ARH107  ,,,99,0,"Thematic exploration of the ways in which visual culture reflects and projects cultural biases and issues related to gender from prehistory to the modern era. Analyzes how gender identities can be shaped by politics, religion, and culture, as well as the effect of an artist's sex and/or sexual preferences on subject choices, media, and market values.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,20,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1926738,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x17\x10',jclapp,w_def_catalog,2017-02-20 10:34:18.600
39,40,*LOCAL,ARH  208                      ,U ,,Introduction to Art History        ,,IntroArtHistory,,1.0,I,F,1.0,Y,G1,,,,,2017-02-16,,ARH128  ,,,99,0,"A survey of Western art and architecture from prehistory to the later 19th century, with emphasis on the ways in which visual culture both reflects and shapes societies and civilizations. Explores how works of art create and sustain meaning for their original audiences, and how some objects or visual solutions transcend their historical moment and surface throughout time as familiar cultural icons or references.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,18,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1926739,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x17\x11',jclapp,w_def_catalog,2017-02-20 10:47:33.127
40,41,*LOCAL,ARH  288                      ,U ,,History of Western Architecture    ,,Hist West Arch ,,1.0,I,F,1.0,Y,G1,,,,,2017-02-16,,ARH118  ,,,99,0,"A survey of major monuments of Western architecture from prehistory to the mid-19th century, with emphasis on understanding form, function and meaning for original and later audiences. Focuses on analysis of stylistic choices, functional necessities, technological innovations, and symbolic forms.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,20,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1926740,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x17\x12',jclapp,w_def_catalog,2017-02-20 10:36:09.853
41,42,*LOCAL,ARH  295                      ,U ,,Topics in Art History              ,,Top in Art Hist,,1.0,I,F,0.0,Y,G1,,,,,2017-02-16,,ARH191  ,,,0,0,"A study of a selected topic or theme in art history. Topics vary, and may include: Art Markets and Collectors; The Art of Pilgrimage; History of Photography.  May be taken more than once for credit, provided the topics are substantially different.",Y,0.0,F,0.0,0.0,0.0,,CR,2.0,N,0,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1926741,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x17\x13',jclapp,w_def_catalog,2017-02-17 09:46:27.450
42,43,*LOCAL,ARH  296                      ,U ,,Topics in Art History:NWP          ,,Topics: NWP    ,,1.0,A,F,0.0,Y,G1,,,,2013-03-15,,,ARH296  ,,,99,0,"Focuses on a selected topic or theme in art history. Topics vary, and may include: Asian Art; Japonisme/Occidentalism; African Art. May be taken more than once for credit, provided the topics are substantially different.  Prerequisite:  Introduction to Art History (ARH-128) or consent of instructor.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,18,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1926742,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x17\x14',JChadima,w_def_catalog,2022-03-11 15:36:23.603
43,44,*LOCAL,ARH  297                      ,U ,,Topics in Art History: US Pluralism,,Top in Art Hist,,1.0,A,F,0.0,Y,G1,,,,2013-03-15,,,ARH297  ,,,99,0,"Examines a selected topic or theme in art history. Topics vary, and may include: Native American Art; Public Art; Art History at the Movies. May be taken more than once for credit, provided the topics are substantially different. Prerequisite:  Introduction to Art History (ARH-128) or consent of instructor.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,18,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1926743,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x17\x15',JChadima,w_def_catalog,2022-03-11 15:39:30.323
44,45,*LOCAL,ARH  298                      ,U ,,Topics in Art History:Div West Pers,,Top Art Hst:DWP,,1.0,A,F,0.0,Y,G1,,,,,,,ARH298  ,,,0,0,"Studies a selected topic or theme in art history. Topics vary, and may include: Art and Cultural Property; Memory, Environment and Landscape. May be taken more than once for credit, provided the topics are substantially different.  Prerequisite: Introduction to Art History (ARH-128) or consent of instructor.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1926744,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x17\x16',JChadima,w_def_catalog,2022-03-11 15:42:28.070
45,46,*LOCAL,ARH  415                      ,U ,,Art & Architecture of Middle Ages  ,,Art/Archt:MidAg,,1.0,I,F,0.0,Y,G1,,,,2013-08-08,2017-02-16,,ARH201  ,,,99,0,"Explores the art and architecture of the medieval world both chronologically and thematically.  The course examines issues such as patronage of the arts, pilgrimage, the cult of saints, the arts as a medium of cultural exchange, and the role of the artist in the Middle Ages.  Prerequisite: Introduction to Art History (ARH-208) or consent of instructor.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,18,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1926745,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x17\x17',jclapp,w_def_catalog,2017-02-20 10:38:15.663
46,47,*LOCAL,ENG  303                      ,U ,,Fiction Wkshp 3                    ,,Fiction Wkshp 3,,0.5,I,F,0.5,Y,G1,,,,,,,ENG303  ,   ,,0,0,,Y,0.0,F,0.0,0.0,0.0,,CR,0.5,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1926746,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x17\x18',KWEAVER,w_def_catalog,2009-12-28 14:16:00.000
47,48,*LOCAL,ENG  304                      ,U ,,Fiction Wkshp 4                    ,,Fiction Wkshp 4,,0.5,I,F,0.5,Y,G1,,,,,,,ENG304  ,   ,,0,0,,Y,0.0,F,0.0,0.0,0.0,,CR,0.5,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1926747,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x17\x19',KWEAVER,w_def_catalog,2009-12-28 14:16:00.000
48,49,*LOCAL,ENG  305                      ,U ,,Art of Literary Research           ,,ArtLitResearch ,,1.0,I,F,1.0,Y,G1,,,,2016-03-02,2016-07-12,,ENG305  ,   ,,0,0,"Practice in literary research, with particular attention to the varied critical and theoretical approaches necessary for advanced study. Prequisite: ENG-100 Introduction to Literary Studies: The Art of Reading and Writing.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1926748,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x17\x1a',JCLAPP,w_def_catalog,2016-07-12 09:57:08.030
49,50,*LOCAL,ENG  315                      ,U ,,Hist of Eng Lit                    ,,Hist Eng Lit   ,,1.0,I,F,1.0,Y,G1,,,,,2016-07-12,,ENG315  ,   ,,99,0,"A survey of English Literature from Beowulf to the middle of the 18th century, paying special attention to the major works and writers of this period. Prerequisite: a college literature course.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1926749,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x17\x1b',JCLAPP,w_def_catalog,2016-07-12 09:57:27.447
